[offtarget] Loaded 37 unique guides, max_mismatches=3
[offtarget]   NW_020190240.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190241.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190242.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190243.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190244.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190245.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190246.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190247.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190248.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190249.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190250.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190251.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190252.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190253.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190254.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190255.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190256.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190257.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190258.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190259.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190260.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190261.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190262.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190263.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190264.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190265.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190267.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190268.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190269.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190270.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190271.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190272.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190275.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190276.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190278.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190279.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190280.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190281.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190282.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190283.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190285.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190286.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190287.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190288.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190289.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190290.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190291.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190293.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190294.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190295.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190296.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190298.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190299.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190300.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190301.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190302.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190303.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190304.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190305.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190306.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190307.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190308.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190309.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190310.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190312.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190313.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190314.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190315.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190316.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190317.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190318.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190319.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190320.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190321.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190322.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190323.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190324.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190325.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190326.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190327.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190328.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190330.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190333.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190334.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190336.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190337.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190338.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190339.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190341.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190342.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190343.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190344.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190345.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190346.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190347.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190349.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190350.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190351.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190352.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190353.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190354.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190355.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190357.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190359.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190360.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190361.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190362.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190363.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190364.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190365.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190366.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190367.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190368.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190370.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190371.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190372.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190373.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190374.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190375.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190377.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190378.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190379.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190380.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190381.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190382.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190383.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190384.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190385.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190386.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190387.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190389.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190390.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190391.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190392.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190393.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190394.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190395.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190396.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190397.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190398.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190399.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190400.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190401.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190403.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190404.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190405.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190406.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190407.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190408.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190409.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190410.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190411.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190412.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190413.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190414.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190415.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190416.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190417.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190418.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190419.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190420.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190421.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190422.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190423.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190424.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190426.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190427.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190428.1 — 0.9 Mb, 0 hits in 0.00s
[offtarget]   NW_020190429.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190430.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190431.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190432.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190433.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190434.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190435.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190436.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190437.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190438.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190439.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_020190441.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190442.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190443.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190444.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190445.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190447.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190448.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190449.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190450.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190451.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190452.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190453.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190454.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190455.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190456.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190457.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190458.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190459.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190460.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190461.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190462.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190463.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190464.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190465.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190466.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190467.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190468.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190469.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190470.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190471.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190472.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190473.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190474.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190475.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190477.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190478.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190479.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190480.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190481.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190482.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190483.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190484.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190485.1 — 0.0 Mb, 0 hits in 0.00s
