[offtarget] Loaded 37 unique guides, max_mismatches=3
[offtarget]   NW_024096042.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_024096043.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_024096044.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_024096045.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_024096046.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096047.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096048.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096049.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096050.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096051.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096052.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096053.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096054.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096055.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096056.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096057.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096058.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096059.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096060.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096061.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096062.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096063.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096064.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096065.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096066.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096067.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096068.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096069.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096070.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096071.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096072.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096073.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096074.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096075.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096076.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096077.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096078.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096079.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096080.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096081.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096082.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096083.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096084.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096085.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096086.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096087.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096088.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096089.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096090.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096091.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096092.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096093.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096094.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096095.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096096.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096097.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096098.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096099.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096100.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096101.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096102.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_024096103.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NC_053523.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget] Done. 0 total hits across 214 chroms in 1.6s → data/crispr_guides/offtargets_novel52_chicken_3mm.csv
        1.67 real         1.34 user         0.37 sys
          1264615424  maximum resident set size
                   0  average shared memory size
                   0  average unshared data size
                   0  average unshared stack size
               77395  page reclaims
                   0  page faults
                   0  swaps
                   0  block input operations
                   0  block output operations
                   0  messages sent
                   0  messages received
                   0  signals received
                  19  voluntary context switches
                4961  involuntary context switches
         24754915533  instructions retired
          6089737059  cycles elapsed
          1260160344  peak memory footprint
