[offtarget] Loaded 37 unique guides, max_mismatches=3
[offtarget]   NW_018084791.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084792.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084793.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084794.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084795.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084796.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084797.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084798.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084799.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084800.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084801.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084802.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084803.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084804.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_018084805.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084806.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084807.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084808.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084809.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084810.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084811.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084812.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084813.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084814.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084815.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084816.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084817.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084818.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084819.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084820.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084821.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084822.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084823.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084824.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084825.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084826.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018084827.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084828.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084829.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084830.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084831.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084832.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084833.1 — 2.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084834.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084835.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018084836.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084837.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084838.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084839.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084840.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084841.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084842.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084843.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084844.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084845.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084846.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084847.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084848.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084849.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084850.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018084851.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084852.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084853.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084854.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084855.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084856.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018084857.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084858.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084859.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084860.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084861.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084862.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084863.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084864.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084865.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084866.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018084867.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084868.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084869.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084870.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_018084871.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084872.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084873.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084874.1 — 0.9 Mb, 0 hits in 0.00s
[offtarget]   NW_018084875.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084876.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084877.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084878.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084879.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084880.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084881.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084882.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084883.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084884.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084885.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084886.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084887.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084888.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084889.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084890.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084891.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084892.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084893.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084894.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084895.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084896.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084897.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084898.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084899.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084900.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084901.1 — 1.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084902.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084903.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084904.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084905.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084906.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084907.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084908.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018084909.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084910.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084911.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084912.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084913.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018084914.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084915.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018084916.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084917.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084918.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084919.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084920.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018084921.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084922.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084923.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084924.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084925.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084926.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084927.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084928.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084929.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084930.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084931.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084932.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084933.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084934.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084935.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084936.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084937.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084938.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018084939.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084940.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018084941.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084942.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084943.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084944.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084945.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084946.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084947.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084948.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084949.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084950.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084951.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084952.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084953.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084954.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018084955.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084956.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084957.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084958.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084959.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084960.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084961.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084962.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084963.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084964.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084965.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084966.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084967.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084968.1 — 2.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084969.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084970.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084971.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084972.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084973.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084974.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084975.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084976.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084977.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084978.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084979.1 — 3.7 Mb, 0 hits in 0.00s
[offtarget]   NW_018084980.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084981.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084982.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084983.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084984.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084985.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084986.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084987.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084988.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084989.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018084990.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084991.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084992.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084993.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018084994.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084995.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018084996.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084997.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018084998.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018084999.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085000.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085001.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085002.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085003.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085004.1 — 1.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085005.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085006.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085007.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085008.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085009.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085010.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085011.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085012.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085013.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085014.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085015.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085016.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085017.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085018.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018085019.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085020.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085021.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085022.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085023.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085024.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085025.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085026.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085027.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085028.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085029.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085030.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085031.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085032.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085033.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085034.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085035.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085036.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085037.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085038.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085039.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085040.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085041.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085042.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085043.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085044.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085045.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085046.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085047.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085048.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085049.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085050.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_018085051.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085052.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085053.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085054.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085055.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085056.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085057.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085058.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_018085059.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085060.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085061.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085062.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085063.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085064.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085065.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085066.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085067.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085068.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085069.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085070.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085071.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085072.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085073.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085074.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085075.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085076.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085077.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085078.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085079.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085080.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085081.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085082.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085083.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085084.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085085.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085086.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085087.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085088.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085089.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085090.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018085091.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085092.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085093.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085094.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018085095.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085096.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085097.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085098.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085099.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085100.1 — 2.5 Mb, 0 hits in 0.00s
[offtarget]   NW_018085101.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085102.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085103.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085104.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085105.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085106.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085107.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085108.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085109.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085110.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085111.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018085112.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085113.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085114.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085115.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085116.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085117.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085118.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085119.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085120.1 — 0.0 Mb, 0 hits in 0.00s
